0;0;0;0
0.0001;2.5e-09;2.5e-09;2.5e-09
0.0002;1e-08;1e-08;1e-08
0.0003;2.25e-08;2.25e-08;2.25e-08
0.0004;4e-08;4e-08;4e-08
0.0005;6.25e-08;6.25e-08;6.25e-08
0.0006;9e-08;9e-08;9e-08
0.0007;1.225e-07;1.225e-07;1.225e-07
0.0008;1.6e-07;1.6e-07;1.6e-07
0.0009;2.025e-07;2.025e-07;2.025e-07
0.001;2.5e-07;2.5e-07;2.5e-07
